Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Status,Technology,Prime Mover,Sector Name,Sector,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Operating Month,Operating Year,Nameplate Energy Capacity (MWh),Maximum Charge Rate (MW),Maximum Discharge Rate (MW),Storage Technology 1,Storage Technology 2,Storage Technology 3,Storage Technology 4,Nameplate Reactive Power Rating,Storage Enclosure Type,Arbitrage,Frequency Regulation,Load Following,Ramping / Spinning Reserve,Co-Located Renewable Firming,Transmission and Distribution Deferral,System Peak Shaving,Load Management,Voltage or Reactive Power Support,Backup Power,Excess Wind and Solar Generation,AC Coupled,DC Coupled,DC Tightly Coupled,Independent,Direct Support of Another Unit,Direct Support Plant ID 1,Direct Support Gen ID 1,Direct Support Plant ID 2,Direct Support Gen ID 2,Direct Support Plant ID 3,Direct Support Gen ID 3,Support T&D Asset
64513,RE Crimson LLC,65140,Crimson,CA,Riverside,SWSH2,OP,Batteries,BA,IPP Non-CHP,2,150.0,150.0,150.0,10,2022,600,133,131,LIB,,,,5,CS,,PR,,,,,,,,,,,,,,N, ,, ,, ,,N
56769,Consolidated Edison Development Inc.,65154,UMass PV Lot 22,MA,Hampshire,U22ES,OP,Batteries,BA,IPP Non-CHP,2,2.0,2.0,1.2,9,2022,4.3,1.1,0.9,LIB,,,,0.5,CS,,,,,,,PR,Y,,,Y,,Y,,,Y,65154,U22PV, ,, ,,N
64534,"Cranberry Highway Solar, LLC",65174,Cranberry Highway Solar LLC,MA,Plymouth,BA1,OP,Batteries,BA,IPP Non-CHP,2,2.0,2.0,2.0,3,2021,4.5,2,2,LIB,,,,0.7,CS,,PR,,,,,,Y,Y,,Y,,Y,,,Y,65174,PV1, ,, ,,N
61012,AES Distributed Energy,65217,South Goshen Community Solar,NY,Orange,BESS,OP,Batteries,BA,IPP Non-CHP,2,4.5,4.5,4.5,9,2021,17,4.5,4.5,LIB,,,,5,OT,,,,,,,Y,,,,PR,,,Y,,Y,65217,SGOSH, ,, ,,N
13683,North Carolina El Member Corp,65240,Maysville BESS,NC,Jones,BAT1,OP,Batteries,BA,Electric Utility,1,5.0,5.0,5.0,12,2024,10,5,5,LIB,,,,5,CS,,,,,,,Y,PR,,,,,,,,N, ,, ,, ,,Y
13683,North Carolina El Member Corp,65241,McKinney BESS,NC,Richmond,BAT1,OP,Batteries,BA,Electric Utility,1,5.0,5.0,5.0,12,2024,10,5,5,LIB,,,,5,CS,,,,,,,Y,PR,,,,,,,,N, ,, ,, ,,Y
64560,"Charlemont MA, LLC",65242,Charlemont A,MA,Franklin,CMSB,OP,Batteries,BA,IPP Non-CHP,2,2.5,2.5,2.5,9,2021,3.8,1.5,1.5,LIB,,,,98,CS,,,,,,,Y,,,,PR,,Y,,,Y,65242,CMS, ,, ,,N
13683,North Carolina El Member Corp,65243,New Rosewood BESS,NC,Wayne,BAT1,OP,Batteries,BA,Electric Utility,1,2.5,2.5,2.5,12,2024,10,2.5,2.5,LIB,,,,5,CS,,,,,,,Y,PR,,,,,,,,N, ,, ,, ,,Y
13683,North Carolina El Member Corp,65244,Queens Creek BESS,NC,Onslow,BAT1,OP,Batteries,BA,Electric Utility,1,2.5,2.5,2.5,12,2024,5,2.5,2.5,LIB,,,,2.5,CS,,,,,,,Y,PR,,,,,,,,N, ,, ,, ,,Y
13683,North Carolina El Member Corp,65245,Rocky Point BESS,NC,Pender,BAT1,OP,Batteries,BA,Electric Utility,1,5.0,5.0,5.0,12,2024,5,2.5,2.5,LIB,,,,2.5,CS,,,,,,,Y,PR,,,,,,,,N, ,, ,, ,,Y
13683,North Carolina El Member Corp,65246,Walkers Crossroads BESS,NC,Wake,BAT1,OP,Batteries,BA,Electric Utility,1,5.0,5.0,5.0,12,2024,10,5,5,LIB,,,,5,CS,,,,,,,Y,PR,,,,,,,,N, ,, ,, ,,Y
13683,North Carolina El Member Corp,65247,Zion Hill BESS,NC,Brunswick,BAT1,OP,Batteries,BA,Electric Utility,1,5.0,5.0,5.0,12,2024,10,5,5,LIB,,,,5,CS,,,,,,,Y,PR,,,,,,,,N, ,, ,, ,,Y
13683,North Carolina El Member Corp,65248,Collier BESS,NC,Cumberland,BAT1,OP,Batteries,BA,Electric Utility,1,2.5,2.5,2.5,12,2024,5,2.5,2.5,LIB,,,,2.5,CS,,,,,,,Y,PR,,,,,,,,N, ,, ,, ,,Y
13683,North Carolina El Member Corp,65249,Docs Road BESS,NC,Harnett,BAT1,OP,Batteries,BA,Electric Utility,1,5.0,5.0,5.0,12,2024,10,5,5,LIB,,,,5,CS,,,,,,,Y,PR,,,,,,,,N, ,, ,, ,,Y
13683,North Carolina El Member Corp,65250,Five Points BESS,NC,Randolph,BAT1,OP,Batteries,BA,Electric Utility,1,5.0,5.0,5.0,12,2024,10,5,5,LIB,,,,5,CS,,,,,,,Y,PR,,,,,,,,N, ,, ,, ,,Y
64564,Byrd Ranch Storage LLC,65259,Byrd Ranch Storage,TX,Brazoria,P1,OP,Batteries,BA,IPP Non-CHP,2,50.0,50.0,50.0,11,2022,50,50,50,LIB,,,,16.4,CS,Y,,,PR,,,,,Y,,,,,,,N, ,, ,, ,,N
64568,"BT Noble Solar, LLC",65271,Noble Solar,TX,Denton,NBSTG,OP,Batteries,BA,IPP Non-CHP,2,125.0,125.0,125.0,10,2022,125,125,125,LIB,,,,41.2,CS,Y,Y,,PR,,,,,Y,,,,,,,N, ,, ,, ,,N
58764,"Origis Energy USA, Inc",65291,Golden Triangle II,MS,Lowndes,MS6_S,OP,Batteries,BA,IPP Non-CHP,2,50.0,50.0,50.0,5,2024,200,50,50,LIB,,,,37.5,CS,PR,,,,,,,,,,Y,,Y,,,Y,65291,MS6_S, ,, ,,N
61204,"Today's Power, Inc.",65351,General Dynamics,AR,Ouachita,GDBA1,OP,Batteries,BA,Industrial Non-CHP,6,2.5,2.5,2.5,12,2020,4.8,2.5,2.5,LIB,,,,0,CS,,,,,,,PR,,,,Y,Y,,,,N, ,, ,, ,,Y
61204,"Today's Power, Inc.",65351,General Dynamics,AR,Ouachita,GDBA2,OP,Batteries,BA,Industrial Non-CHP,6,2.5,2.5,2.5,12,2020,4.8,2.5,2.5,LIB,,,,0,CS,,,,,,,PR,,,,Y,Y,,,,N, ,, ,, ,,Y
64724,"Lincoln Solar Star, LLC",65382,Lincoln WWTF Hybrid,CA,Placer,ESS,OP,Batteries,BA,IPP Non-CHP,2,1.0,1.0,1.0,3,2022,2,1,1,LIB,,,,1,CS,,,,,,,,PR,,,Y,Y,,,,N,65382,PV, ,, ,,N
64740,"Santa Paula Energy Storage, LLC",65397,Santa Paula Energy Storage LLC,CA,Ventura,SP1,OP,Batteries,BA,IPP Non-CHP,2,30.0,30.0,30.0,10,2024,30,30,30,LIB,,,,14.5,CS,PR,,,,,,,,,,,,,,,N, ,, ,, ,,N
64754,Gilead Sciences Inc.,65408,Gilead Oceanside Solar Project,CA,San Diego,GOSSB,OP,Batteries,BA,IPP Non-CHP,2,0.7,0.7,0.7,12,2021,3,0.7,0.7,LIB,,,,1.1,CT,Y,PR,,,,,Y,,,,Y,Y,,,,Y,65408,GOSSP, ,, ,,N
64755,Gilead Sciences Inc. Foster City,65409,Gilead Foster City Solar Project,CA,San Mateo,GFCSB,OP,Batteries,BA,IPP Non-CHP,2,0.5,0.5,0.5,4,2021,0.9,0.5,0.5,LIB,,,,1.1,CT,,,,,,,PR,,,,Y,Y,,,,N,65409,GFCS1, ,, ,,N
57416,"Acciona Energy USA Global, LLC",65410,Cunningham Storage,TX,Hunt,SPUT,OP,Batteries,BA,IPP Non-CHP,2,190.0,190.0,190.0,8,2023,380,190,190,LIB,,,,62,CS,PR,Y,,Y,,,,,,,,,,,,N, ,, ,, ,,N
65173,United States Solar Corporation,65441,USS Itasca Clean Energy Solar LLC,MN,Itasca,ITCBT,OP,Batteries,BA,IPP Non-CHP,2,1.0,1.0,1.0,8,2022,3,1,1,LIB,,,,1,CS,,,,,,,,PR,,Y,Y,Y,,,,Y,65441,USSTC, ,, ,,Y
17609,Southern California Edison Co,65456,Separator (Etiwanda) BESS,CA,San Bernardino,SEPAR,OP,Batteries,BA,Electric Utility,1,112.5,112.5,112.5,8,2024,450,112.5,112.5,LIB,,,,32,CS,PR,Y,,,,,,,,,,,,,,N, ,, ,, ,,N
17609,Southern California Edison Co,65457,Cathode (Hinson) BESS,CA,Los Angeles,CATH1,OP,Batteries,BA,Electric Utility,1,100.0,100.0,100.0,8,2024,400,100,100,LIB,,,,33,CS,,,,,,,PR,,Y,,,,,,,N, ,, ,, ,,Y
17609,Southern California Edison Co,65457,Cathode (Hinson) BESS,CA,Los Angeles,CATH2,OP,Batteries,BA,Electric Utility,1,100.0,100.0,100.0,8,2024,400,100,100,LIB,,,,33,CS,,,,,,,PR,,Y,,,,,,,N, ,, ,, ,,Y
15477,Public Service Elec & Gas Co,65468,Highland Park Borough Solar,NJ,Middlesex,HPBA,OP,Batteries,BA,Electric Utility,1,0.6,0.6,0.6,11,2019,2.1,0.5,0.5,LIB,,,,0.6,BL,,Y,,,Y,,Y,,PR,,,Y,,,,N, ,, ,, ,,N
64785,Sealed Air Corporation,65469,Sealed Air Madera Solar Project,CA,Madera,SAMBA,OP,Batteries,BA,Industrial Non-CHP,6,0.8,0.8,0.8,5,2022,3.1,0.8,0.8,LIB,,,,0,CS,,,,,,,,,,,PR,,Y,,,Y,65469,SAMSP, ,, ,,N
13407,Nevada Power Co,65472,Chukar Battery Energy Storage System,NV,Storey,CHUK1,OP,Batteries,BA,Electric Utility,1,10.0,10.0,10.0,7,2021,40,10,10,LIB,,,,3.3,CS,,,,,,,Y,PR,,,,,,,,N, ,, ,, ,,Y
56201,Engie North America,65489,Dickens,TX,Dickens,DIKNS,OP,Batteries,BA,IPP Non-CHP,2,200.0,200.0,200.0,12,2024,200,200,200,LIB,,,,65.8,CS,Y,PR,,,,,,,,,,,,,,N, ,, ,, ,,N
56201,Engie North America,65490,Hydra,TX,Pecos,HYDRA,OP,Batteries,BA,IPP Non-CHP,2,200.0,200.0,200.0,12,2024,200,200,200,LIB,,,,65.8,CS,Y,PR,,,,,,,,,,,,,,N, ,, ,, ,,N
56201,Engie North America,65491,Paleo,TX,Hale,PALEO,OP,Batteries,BA,IPP Non-CHP,2,200.0,200.0,200.0,12,2024,200,200,200,LIB,,,,65.8,CS,Y,PR,,,,,,,,,,,,,,N, ,, ,, ,,N
56201,Engie North America,65492,Pavo,TX,Pecos,PAVO,OP,Batteries,BA,IPP Non-CHP,2,175.0,175.0,175.0,12,2024,175,175,175,LIB,,,,57.8,CS,Y,PR,,,,,,,,,,,,,,N, ,, ,, ,,N
56201,Engie North America,65493,Tortolas,TX,Brazoria,TORTO,OP,Batteries,BA,IPP Non-CHP,2,50.0,50.0,50.0,12,2024,50,50,50,LIB,,,,16.5,CS,Y,PR,,,,,,,,,,,,,,N, ,, ,, ,,N
64809,Doc Brown LLC,65499,Danville BESS 1,VA,Danville City,90909,OP,Batteries,BA,IPP Non-CHP,2,10.5,10.5,10.5,11,2022,24.6,10.5,10.5,LIB,,,,10.5,CS,Y,Y,,,,,PR,,,,,,,,,N, ,, ,, ,,N
20856,Wisconsin Power & Light Co,65530,Portage Industrial Battery,WI,Columbia,BESS1,OP,Batteries,BA,Electric Utility,1,5.0,5.0,5.0,8,2022,10,5,5,LIB,,,,5,CS,PR,,,,,,,,,,,,,,,N, ,, ,, ,,N
9417,Interstate Power and Light Co,65531,Deer Run Battery,IA,Linn,BESS1,OP,Batteries,BA,Electric Utility,1,5.0,5.0,5.0,1,2023,10,1,1,LIB,LIB,,,1,CS,,PR,,,,,,,,,,,,,,N, ,, ,, ,,Y
59573,"Solar Star Prime 3, LLC",65562,Amazon Bakersfield 1 Solar Project,CA,Kern,ABSBA,OP,Batteries,BA,IPP Non-CHP,2,1.6,1.6,1.6,1,2024,5.9,1.4,1.4,MAB,,,,0.7,BL,PR,,,,,,,,,,Y,Y,,,,N, ,, ,, ,,N
64846,"Google, Inc.",65568,Google Moffett Park Solar Project,CA,Santa Clara,GMSPB,OP,Batteries,BA,IPP Non-CHP,2,0.6,0.6,0.6,3,2021,1.1,0.6,0.6,LIB,,,,0.8,CS,,,,,,,,,,,PR,,Y,,,Y,65568,GMSP1,65568,GMSP2, ,,N
64845,"Gilead Sciences, Inc. - La Verne",65569,Gilead Sciences La Verne Rooftop Solar,CA,Los Angeles,GSRBA,OP,Batteries,BA,Industrial Non-CHP,6,1.1,1.1,1.1,7,2021,2.1,1.1,1.1,LIB,,,,1.1,CS,,,,,,,PR,,,,Y,Y,,,,N,65569,GSRSP, ,, ,,N
64878,West Valley-Mission Community College District,65570,West Valley Mission CCD Solar Project,CA,Santa Clara,WVMBA,OP,Batteries,BA,IPP Non-CHP,2,0.9,0.9,0.9,9,2022,2.1,0.9,0.9,LIB,,,,0,CS,,,,,,,Y,,,,Y,,,,,, ,, ,, ,,
64905,"Solar Star Coastal Pirate, LLC",65614,Orange Coast College PH2 Solar Project,CA,Orange,OCCBA,OP,Batteries,BA,IPP Non-CHP,2,2.1,2.1,2.1,5,2022,4,2,2,LIB,,,,1,CS,,,,,,,,PR,,,Y,Y,,,,N,65614,OCCSP, ,, ,,N
20856,Wisconsin Power & Light Co,65633,Boaz Microgrid Battery,WI,Richland,BESS1,OP,Batteries,BA,Electric Utility,1,3.6,0.4,0.4,8,2023,3,1,1,LIB,,,,3,CS,PR,,,,,,,,,,,,,,,N, ,, ,, ,,Y
64889,"Brockelman Road Solar 2, LLC",65650,Brockelman Road Solar 2,MA,Worcester,15447,OP,Batteries,BA,IPP Non-CHP,2,2.0,2.0,1.8,9,2021,1.7,1,1,LIB,,,,0,CT,,,,,Y,,,,,,PR,,Y,,,Y,65650,15446, ,, ,,N
64938,"Faunce Corner Road Dartmouth Solar 1, LLC",65669,Faunce Corner Community Solar,MA,Bristol,FCBA,OP,Batteries,BA,IPP Non-CHP,2,1.0,1.0,1.0,7,2022,3.9,1,1,LIB,,,,2.3,CS,,,,,,,,,,,PR,Y,,,,Y,65669,FCPV, ,, ,,Y
64939,"Ventura Drive Dartmouth Solar 1, LLC",65670,Ventura,MA,Bristol,VTRBA,OP,Batteries,BA,IPP Non-CHP,2,1.0,1.0,1.0,6,2022,5,1,1,LIB,,,,2,CS,,,,,,,,,,,PR,Y,,,,Y,65670,VTRPV, ,, ,,Y
64287,Terra-Gen Operating Co-BESS,65672,Sanborn BESS 3,CA,Kern,BESS,OP,Batteries,BA,IPP Non-CHP,2,169.0,169.0,169.0,10,2023,676,169,169,LIB,,,,67.6,CS,PR,Y,,,,,,,,,,,,,,N, ,, ,, ,,N
64287,Terra-Gen Operating Co-BESS,65673,Sanborn BESS 4,CA,Kern,BESS,OP,Batteries,BA,IPP Non-CHP,2,47.0,47.0,47.0,11,2023,188,47,47,LIB,,,,67.6,CS,PR,Y,,,,,,,,,,,,,,N, ,, ,, ,,N
64366,Terra-Gen Operating Co-Hybrid,65674,Edwards Sanborn E1B,CA,Kern,BESS,OP,Batteries,BA,IPP Non-CHP,2,136.0,136.0,136.0,11,2023,136,136,136,LIB,,,,67.6,CS,Y,Y,,,,,,,,,PR,Y,,,,Y,65674,PV, ,, ,,N
64366,Terra-Gen Operating Co-Hybrid,65675,Edwards Sanborn E4,CA,Kern,BESS,OP,Batteries,BA,IPP Non-CHP,2,100.0,100.0,100.0,11,2023,100,100,100,LIB,,,,67.6,CS,Y,Y,,,,,,,,,PR,,Y,,,Y,65675,PV, ,, ,,N
64366,Terra-Gen Operating Co-Hybrid,65676,Edwards Sanborn E5,CA,Kern,BESS,OP,Batteries,BA,IPP Non-CHP,2,47.0,47.0,47.0,11,2023,188,47,47,LIB,,,,67.6,CS,Y,Y,,,,,,,,,PR,Y,,,,Y,65676,PV, ,, ,,N
64366,Terra-Gen Operating Co-Hybrid,65677,Edwards Sanborn S4,CA,Kern,BESS,OP,Batteries,BA,IPP Non-CHP,2,18.8,18.8,18.8,7,2023,18.8,18.8,18.8,LIB,,,,67.6,CS,Y,Y,,,,,,,,,PR,,Y,,,Y,65677,PV, ,, ,,N
63289,Key Capture Energy,65692,NY6 Battery,NY,Erie,NY6,OP,Batteries,BA,IPP Non-CHP,2,20.0,20.0,20.0,5,2023,42,20,20,LIB,,,,20,CS,,PR,,,,,,,Y,,,,,,,N, ,, ,, ,,N
63289,Key Capture Energy,65693,TX10 Hummingbird Storage,TX,Denton,TX10,OP,Batteries,BA,IPP Non-CHP,2,100.0,100.0,100.0,10,2024,227,100,100,LIB,,,,100,CS,,PR,,,,,,,Y,,,,Y,,,N, ,, ,, ,,N
63289,Key Capture Energy,65694,TX11 Republic Road Storage,TX,Robertson,TX11,OP,Batteries,BA,IPP Non-CHP,2,50.0,50.0,50.0,10,2022,50,50,50,LIB,,,,50,CS,Y,PR,,Y,,,,Y,,Y,,,,,,N, ,, ,, ,,N
63289,Key Capture Energy,65695,TX12 Silicon Hill Storage,TX,Travis,TX12,OP,Batteries,BA,IPP Non-CHP,2,100.0,100.0,100.0,10,2022,100,100,100,LIB,,,,100,CS,Y,PR,,Y,,,,Y,,Y,,,,,,N, ,, ,, ,,N
63289,Key Capture Energy,65696,TX13 Endurance Park Storage,TX,Scurry,TX13,OP,Batteries,BA,IPP Non-CHP,2,50.0,50.0,50.0,12,2022,50,50,50,LIB,,,,50,CS,Y,PR,,Y,,,,Y,,Y,,,,,,N, ,, ,, ,,N
12686,Mississippi Power Co,65697,Walnut Grove Demonstration Plant,MS,Leake,1A,OP,Batteries,BA,Electric Utility,1,1.5,1.5,1.5,7,2023,1.5,1.5,1.5,LIB,,,,0.5,CS,,,,,,,,,,PR,Y,,Y,,,Y,65697,1B, ,, ,,Y
63289,Key Capture Energy,65698,TX15 Limousin Oak Storage,TX,Grimes,TX15,OP,Batteries,BA,IPP Non-CHP,2,100.0,100.0,100.0,8,2024,227,100,100,LIB,,,,100,CS,,PR,,,,,,,Y,,,,Y,,,N, ,, ,, ,,N
63289,Key Capture Energy,65699,TX19 River Valley Storage 1,TX,Williamson,TX19,OP,Batteries,BA,IPP Non-CHP,2,50.0,50.0,50.0,7,2023,111,50,50,LIB,,,,50,CS,,PR,,,,,,,Y,,,,,,,N, ,, ,, ,,N
63289,Key Capture Energy,65700,TX21 River Valley Storage 2,TX,Williamson,TX21,OP,Batteries,BA,IPP Non-CHP,2,50.0,50.0,50.0,7,2023,107,50,50,LIB,,,,50,CS,,PR,,,,,,,Y,,,,,,,N, ,, ,, ,,N
63289,Key Capture Energy,65701,TX23 Roughneck Storage,TX,Brazoria,TX23,OP,Batteries,BA,IPP Non-CHP,2,50.0,50.0,50.0,12,2022,50,50,50,LIB,,,,50,CS,Y,PR,,Y,,,,Y,,Y,,,,,,N, ,, ,, ,,N
64966,"Vikings Energy Farm, LLC",65711,Vikings Energy Farm,CA,Imperial,GEN2,OP,Batteries,BA,IPP Non-CHP,2,150.0,150.0,150.0,5,2024,600,150,150,LIB,,,,49.3,CS,PR,Y,,Y,,,,Y,Y,,Y,Y,,,,Y,64966,GEN1, ,, ,,N
64971,IP Oberon LLC,65734,Oberon Solar Project,CA,Riverside,OBIBS,OP,Batteries,BA,IPP Non-CHP,2,125.0,125.0,125.0,9,2023,500,125,125,LIB,,,,127.5,CS,Y,,,,Y,,,,,,PR,Y,,,,Y,65734,OBIPV, ,, ,,N
64972,"IP Oberon II, LLC",65735,Oberon II Solar Project,CA,Riverside,OBIIB,OP,Batteries,BA,IPP Non-CHP,2,125.0,125.0,125.0,9,2023,500,125,125,LIB,,,,127.5,CS,Y,,,,Y,,,,,,PR,Y,,,,Y,65735,OBIIP, ,, ,,N
64995,"Victory Pass I, LLC",65743,Victory Pass,CA,Riverside,VCTBA,OP,Batteries,BA,IPP Non-CHP,2,50.0,50.0,50.0,3,2024,200,50,50,LIB,,,,16,CT,PR,Y,,,,,,,,,Y,Y,,,,N,65743,VCTPV, ,, ,,N
64996,"Arica Solar, LLC",65744,Arica Solar,CA,Riverside,ARCBA,OP,Batteries,BA,IPP Non-CHP,2,136.0,136.0,136.0,3,2024,544,136,136,LIB,,,,45,CT,PR,Y,,,,,,,,,Y,Y,,,,N,64996,ARCPV, ,, ,,N
65076,"HEN Infrastructure, L.L.C.",65809,Caterina,TX,Dimmit,CATER,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,8,2022,9.9,9.9,9.9,LIB,,,,9.9,CS,Y,PR,,Y,,,,,,,,,,,,N, ,, ,, ,,N
65076,"HEN Infrastructure, L.L.C.",65810,Cedarville (TX),TX,Reeves,CDRVL,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,6,2022,9.9,9.9,9.9,LIB,,,,9.9,CS,Y,PR,,,,,,,,,,,,,,N, ,, ,, ,,N
65076,"HEN Infrastructure, L.L.C.",65811,Coyote Springs (TX),TX,Reeves,CYTSP,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,6,2022,9.9,9.9,9.9,LIB,,,,9.9,CS,Y,PR,,,,,,,,,,,,,,N, ,, ,, ,,N
65076,"HEN Infrastructure, L.L.C.",65812,Farmersville (TX),TX,Collin,FRMVL,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,4,2024,9.9,9.9,9.9,LIB,,,,9.9,CS,Y,PR,,,,,,,,,,,,,,N, ,, ,, ,,N
65076,"HEN Infrastructure, L.L.C.",65813,Faulkner,TX,Reeves,FAULK,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,4,2022,9.9,9.9,9.9,LIB,,,,9.9,CS,Y,PR,,,,,,,,,,,,,,N, ,, ,, ,,N
65076,"HEN Infrastructure, L.L.C.",65814,Gomez,TX,Pecos,GOMEZ,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,5,2023,9.9,9.9,9.9,LIB,,,,9.9,CS,Y,PR,,,,,,,,,,,,,,N, ,, ,, ,,N
65056,NY - Mines Press,65815,NY - Mines Press,NY,Westchester,MPBS,OP,Batteries,BA,IPP Non-CHP,2,1.0,1.0,1.0,6,2022,2.1,0.6,0.6,LIB,,,,1,CS,Y,,Y,,Y,Y,Y,,,,PR,,Y,,,Y,65815,MPRES, ,, ,,N
65076,"HEN Infrastructure, L.L.C.",65829,Holcomb (TX),TX,La Salle,HOLCO,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,1,2023,9.9,9.9,9.9,LIB,,,,9.9,CS,Y,PR,,,,,,,,,,,,,,N, ,, ,, ,,N
65076,"HEN Infrastructure, L.L.C.",65830,Junction (TX),TX,Kimble,JUNCT,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,10,2023,9.9,9.9,9.9,LIB,,,,9.9,CS,Y,PR,,,,,,,,,,,,,,N, ,, ,, ,,N
65076,"HEN Infrastructure, L.L.C.",65831,Lonestar,TX,Ward,LNSTR,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,8,2022,9.9,9.9,9.9,LIB,,,,9.9,CS,Y,PR,,,,,,,,,,,,,,N, ,, ,, ,,N
65076,"HEN Infrastructure, L.L.C.",65832,Olney,TX,Young,OLNEY,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,5,2023,9.9,9.9,9.9,LIB,,,,9.9,CS,Y,PR,,,,,,,,,,,,,,N, ,, ,, ,,N
65076,"HEN Infrastructure, L.L.C.",65833,Rattlesnake (TX),TX,Ward,RTLSK,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,6,2022,9.9,9.9,9.9,LIB,,,,9.9,CS,Y,PR,,,,,,,,,,,,,,N, ,, ,, ,,N
65076,"HEN Infrastructure, L.L.C.",65834,Saddleback,TX,Reeves,SDLBK,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,4,2022,9.9,9.9,9.9,LIB,,,,9.9,CS,Y,PR,,,,,,,,,,,,,,N, ,, ,, ,,N
65076,"HEN Infrastructure, L.L.C.",65835,Screwbean,TX,Culberson,SCRWB,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,1,2023,9.9,9.9,9.9,LIB,,,,9.9,CS,Y,PR,,,,,,,,,,,,,,N, ,, ,, ,,N
65076,"HEN Infrastructure, L.L.C.",65836,Toyah Power Station,TX,Reeves,TOYAH,OP,Batteries,BA,IPP Non-CHP,2,10.4,9.9,9.9,10,2021,9.9,9.9,9.9,LIB,,,,9.9,CS,Y,PR,,,,,,,,,,,,,,N, ,, ,, ,,N
65076,"HEN Infrastructure, L.L.C.",65837,Val Verde,TX,Hidalgo,VALVR,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,1,2024,9.9,9.9,9.9,LIB,,,,9.9,CS,Y,PR,,,,,,,,,,,,,,N, ,, ,, ,,N
66971,"Anatolian Energy, LLC",65838,Hoef's Road Storage,TX,Reeves,HOEFS,OA,Batteries,BA,IPP Non-CHP,2,2.0,2.0,2.0,5,2021,2,2,2,LIB,,,,2,CS,Y,PR,,,,,,,,,,,,,,N, ,, ,, ,,N
65059,"Sunlight Storage, LLC",65857,Sunlight Storage,CA,Riverside,SUNS1,OP,Batteries,BA,IPP Non-CHP,2,230.0,230.0,230.0,9,2022,920,230,230,LIB,,,,8.1,CS,PR,Y,,Y,,,,,,,,,,,,N, ,, ,, ,,N
65552,Terra-Gen Operating Co-BESS 2,65933,Sagebrush ESS,CA,Kern,1,OP,Batteries,BA,IPP Non-CHP,2,80.0,80.0,80.0,5,2023,320,80,80,LIB,,,,80,CS,PR,Y,,Y,,,,,,,,,,,,N, ,, ,, ,,N
65118,AlphaStruxure Service Co LP,65945,Brookville Smart Bus Depot Microgrid,MD,Montgomery,BESS,OP,Batteries,BA,Commercial Non-CHP,4,1.5,1.5,1.5,11,2022,4.3,1.5,1.5,LIB,,,,1.5,CS,,,PR,,,,Y,Y,,Y,Y,Y,,,,Y,65945,PV, ,, ,,Y
65122,Kearsarge Beverly LLC,65950,Kearsarge 100 Sohier Rd,MA,Essex,SOBAT,OP,Batteries,BA,IPP Non-CHP,2,1.8,1.8,1.8,5,2023,6.4,1.7,1.7,LIB,,,,1,CS,,Y,,,PR,,,,,,Y,Y,,,,Y,65950,SOH, ,, ,,N
65129,VESI 21 LLC,65951,Bowling Green Energy Storage Project,OH,Wood,BG1,OP,Batteries,BA,IPP Non-CHP,2,12.0,12.0,12.0,5,2023,12,12,12,LIB,,,,13.2,CS,,PR,,,,,,,,,,,,,,N, ,, ,, ,,N
65128,VESI 25 LLC,65952,Andover Energy Storage Project,NJ,Sussex,AD1,OP,Batteries,BA,IPP Non-CHP,2,20.0,20.0,20.0,6,2023,20,20,20,LIB,,,,27.6,CS,,PR,,,,,,,,,,,,,,N, ,, ,, ,,N
65127,VESI 24 LLC,65953,Howell Energy Storage Project,NJ,Monmouth,HW1,OP,Batteries,BA,IPP Non-CHP,2,7.0,7.0,7.0,3,2023,7,7,7,LIB,,,,9.2,CS,,PR,,,,,,,,,,,,,,N, ,, ,, ,,N
64801,"Storey Energy Center, LLC",65956,Storey Solar and Storage,AZ,Pinal,STOBA,OP,Batteries,BA,IPP Non-CHP,2,88.0,88.0,88.0,9,2023,264,88,88,LIB,,,,29,CS,Y,Y,,,,,,,,,PR,Y,,,,Y,65956,STORY, ,, ,,N
56769,Consolidated Edison Development Inc.,65962,"Mesquite Solar 4, LLC",AZ,Maricopa,MS4B,OP,Batteries,BA,IPP Non-CHP,2,10.0,10.0,10.0,1,2024,47.7,10,10,LIB,,,,5.2,CS,,PR,,,,,,,,,Y,Y,,,,Y,65962,MS4, ,, ,,N
