ercot_substation,lat,lon,match_source,confidence,score,matched_name,load_zone,max_voltage_kv,eia_plant_code,osm_id,propagated_from,mora_county,mora_fuel,county_validated,county_dist_km,gnis_class,gnis_county,psse_readable,hv_osm_345_id,hv_endpoint_dist_km,original_match_source,original_confidence,snap_distance_km,snap_status,snap_rule,snap_candidate_name,snap_candidate_kv
CHAPHI,30.003599,-97.667464,propagated,low,0,,LZ_SOUTH,138.0,,,MENDOZ,,,,,,,,,,,,,,,,
CHAPLHIL,32.311262,-95.191892,gnis,high,96.1,Chapel Hill,LZ_NORTH,138.0,,,WESSER,,,,,Populated Place,SMITH,CHAPELHILL,,,,,,,,,
CHARCOS,28.753588,-97.616447,osm,high,98.4,Charco Substation,LZ_SOUTH,69.0,,515061671,,,,,,,,,,,,,,,,,
CHARLOTT,28.85611,-98.702157,osm,high,100.0,Charlotte Substation,LZ_SOUTH,69.0,,337834859,,,,,,,,,,,,,,,,,
CHARLTS,28.85611,-98.702157,osm,medium,83.6,Charlotte Substation,LZ_SOUTH,69.0,,337834859,,,,,,,,,,,,,,,,,
CHARTER,28.86192,-98.706412,gnis,medium,84.0,Charlotte,LZ_SOUTH,138.0,,,,,,,,Populated Place,ATASCOSA,CHARTT,,,,,,,,,
CHASEFLD,28.380552,-97.670802,osm,medium,91.7,Chase Field Substation,LZ_SOUTH,69.0,,489376550,,,,,,,,,,,,,,,,,
CHATFELD,32.241537,-96.407482,gnis,high,100.0,Chatfield,LZ_NORTH,138.0,,,JOLLYVIL,,,,,Populated Place,NAVARRO,CHATFIELD,,,,,,,,,
CHATT,31.943768,-97.089726,gnis,high,100.0,Chatt,LZ_NORTH,138.0,,,KRUGRVLE,,,,,Populated Place,HILL,CHATT,,,,,,,,,
CHB,28.986071,-95.358454,hv_endpoint,low,0,,LZ_HOUSTON,345.0,,,DOW,,,,,,,,,0.0,,,,,,,
CHDSW,26.523692,-98.745522,propagated,low,0,,LZ_NORTH,138.0,,,MESTENO,,,,,,,,,,,,,,,,
CHE,31.95206,-97.864845,hv_endpoint,low,0,,LZ_HOUSTON,345.0,,,GATESVL2,,,,,,,,,50.8,,,,,,,
CHEAPS,29.309149,-97.395331,osm,medium,88.2,Cheapside Substation,LZ_SOUTH,138.0,,337363735,,,,,,,,,,,,,,,,,
CHENIERE,26.167627,-98.097755,propagated,low,0,,LZ_SOUTH,138.0,,,ELGATO,,,,,,,,,,,,,,,,
CHEROKEE,29.367232,-94.915808,osm,high,100,Cherokee Switching Station,LZ_HOUSTON,138.0,,338817755,,,,,,,,,,,,,,,,,
CHERRYCR,31.114404,-103.666626,osm,medium,88.2,Cherry Creek Substation,LZ_WEST,138.0,,501036528,,REEVES,,True,25.6,,,,,,,,,,,,
CHERYGRV,30.974755,-96.672826,propagated,low,0,,LZ_NORTH,138.0,,,CALAVERS,,,,,,,,,,,,,,,,
CHERY_RC,31.503698,-97.762643,propagated,low,0,,LZ_NORTH,138.0,,,GATESVL2,,,,,,,,,,,,,,,,
CHICC,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,69.0,,,,,,,,,,,,,,,,,,,
CHICG,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,,,,,,,,,,,,,,,,,
CHICW,32.865417,-97.099401,propagated,low,0,,LZ_NORTH,138.0,,,EULES,,,,,,,,,,,,,,,,
CHIEBR,27.819412,-97.419203,propagated,low,0,,LZ_SOUTH,138.0,,,NUECES_B,,,,,,,,,,,,,,,,
CHIL,31.010041,-97.393707,mora_ix_queue,high,92.6,Bell County Switching Station,LZ_WEST,69.0,,174019719,MILES,BELL,SOLAR,,,,,,,,,,,,,,
CHILK,32.111254,-101.276461,osm,medium,82.8,Chalk Substation,LZ_WEST,138.0,,20989583,,,,,,,,,,,,,,,,,
CHILL,29.523285,-98.516407,gnis,high,92.6,Castle Hills,LZ_WEST,138.0,,,WEAST,,,,,Populated Place,BEXAR,CASTLEHLLS,,,,,,,,,
CHILLICO,34.24851,-99.509851,osm,medium,91.7,Chillicothe Substation,LZ_WEST,69.0,,498377415,,,,,,,,,,,,,,,,,
CHIL_SLR,30.274921,-97.540031,hv_endpoint,low,0,,LZ_NORTH,345.0,,,DECKER,,,,,,,,,7.7,,,,,,,
CHINASPR,31.671583,-97.303374,osm,medium,88.2,China Spring Substation,LZ_NORTH,138.0,,461754626,,,,,,,,,,,,,,,,,
CHISMGRD,32.904444,-97.386111,snap_mora_eia860,medium,85.8,Chisholm Grid Energy Storage System,LZ_NORTH,138.0,63737,1319707419,JOLLYVIL,TARRANT,STORAGE,,,,,,,,mora_eia860,medium,0.181,auto,same_lz_nearest_osm_le_1km,,138.0
CHISOLM,35.377007,-99.720053,osm,high,94.6,Chisholm,LZ_NORTH,138.0,,1111901665,,,,,,,,,,,,,,,,,
CHKPRIS,29.0,-98.0,lz_centroid,none,0,,LZ_SOUTH,69.0,,,,,,,,,,,,,,,,,,,
CHL,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK,,,,,,,,,,,,,,,,
CHLD,31.593316,-100.178079,propagated,low,0,,LZ_WEST,69.0,,,MILES,,,,,,,,,,,,,,,,
CHLDDATA,26.116805,-98.079495,hv_endpoint,low,0,,LZ_WEST,345.0,,,ELGATO,,,,,,,,,5.9,,,,,,,
CHNDW,32.307927,-95.479957,gnis,high,95.2,Chandler,LZ_NORTH,69.0,,,,,,,,Populated Place,HENDERSON,CHANDLERW,,,,,,,,,
CHOATE,28.815532,-97.740807,osm,high,100,Choate Substation,LZ_SOUTH,138.0,,489376730,,,,,,,,,,,,,,,,,
CHOCBAYU,30.750029,-98.416657,propagated,low,0,,LZ_SOUTH,138.0,,,CORONA,,,,,,,,,,,,,,,,
CHOCTAW,29.376474,-94.907759,osm,high,100,Choctaw Substation,LZ_HOUSTON,69.0,,338858133,,,,,,,,,,,,,,,,,
CHOKCNYN,26.167627,-98.097755,propagated,low,0,,LZ_SOUTH,138.0,,,ELGATO,,,,,,,,,,,,,,,,
CHOLLA,30.974755,-96.672826,propagated,low,0,,LZ_WEST,138.0,,,CALAVERS,,,,,,,,,,,,,,,,
CHRCA,30.479567,-97.781526,propagated,low,0,,LZ_NORTH,138.0,,,JOLLYVIL,,,,,,,,,,,,,,,,
CHRLY,29.53742,-100.896089,propagated,low,0,,LZ_SOUTH,138.0,,,ROUGH,,,,,,,,,,,,,,,,
CHRNO,31.519642,-94.352167,osm,medium,90.4,Chireno Substation,LZ_NORTH,138.0,,632063639,,,,,,,,,,,,,,,,,
CHROW,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,,,,,,,,,,,,,,,,,
CHSPG,31.652385,-97.307788,gnis,medium,81.0,China Springs,LZ_NORTH,138.0,,,AZLES,,,,,Populated Place,MCLENNAN,CHINASPG,,,,,,,,,
CHURCH,32.3671,-99.525576,osm,high,100,Church Substation,LZ_WEST,138.0,,516467554,,,,,,,,,,,,,,,,,
CHYNE,31.934667,-103.044454,osm,medium,83.2,Cheyenne Substation,LZ_WEST,138.0,,459231627,,,,,,,,,,,,,,,,,
CH_EGNER,31.843422,-102.868295,propagated,low,0,,LZ_SOUTH,345.0,,,PHOEBE,,,,,,,,,,,,,,,,
CI,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK,,,,,,,,,,,,,,,,
CIBOLO,29.5784,-98.2075,osm,high,100,Cibolo Substation,LZ_SOUTH,138.0,,174336329,,,,,,,,,,,,,,,,,
CICO,29.594397,-97.956333,propagated,low,0,,LZ_SOUTH,138.0,,,SEGUIN,,,,,,,,,,,,,,,,
CIEN,31.0,-102.5,lz_centroid,none,0,,LZ_WEST,69.0,,,,,,,,,,,,,,,,,,,
CIRCL,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,,,,,,,,,,,,,,,,,
CISC,32.391533,-98.978156,snap_mora_eia860,medium,100.0,CISCO BESS,LZ_WEST,138.0,66795,570716969,EASTMUND,EASTLAND,STORAGE,,,,,,,,mora_eia860,high,0.103,auto,same_lz_nearest_osm_le_1km,,138.0
CISTERN,29.815783,-97.2186,gnis,high,100.0,Cistern,LZ_SOUTH,345.0,,,WEAST,,,,,Populated Place,FAYETTE,CISTERN,,,,,,,,,
CITGO_NO,32.865417,-97.099401,propagated,low,0,,LZ_SOUTH,138.0,,,EULES,,,,,,,,,,,,,,,,
CITRUSCY,26.320997,-98.351744,snap_eia860,medium,87.3,Citrus City,LZ_SOUTH,138.0,65536,512042596,,HIDALGO,,True,42.4,,,,,,eia860,medium,0.024,auto,same_lz_nearest_osm_le_1km,Citrus City Substation,138.0
CITYVICT,32.865417,-97.099401,propagated,low,0,,LZ_SOUTH,138.0,,,EULES,,,,,,,,,,,,,,,,
CK,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK,,,,,,,,,,,,,,,,
CKRHL,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,,,,,,,,,,,,,,,,,
CL,29.75559528,-95.30119260000001,cp_osm,high,93.8,Clinton Substation,LZ_HOUSTON,138.0,,44509283,RVR,,,,,,,,,,,,,,,,
CLARK_WD,27.820255,-97.535482,osm,medium,89.8,Clarkwood Substation,LZ_SOUTH,138.0,,488508122,,,,,,,,,,,,,,,,,
CLARMNT,33.20649,-100.867423,osm,medium,85.5,Clairemont Substation,LZ_WEST,138.0,,519686413,,,,,,,,,,,,,,,,,
CLAT,32.482748,-99.926677,propagated,low,0,,LZ_WEST,69.0,,,CAPELLA,,,,,,,,,,,,,,,,
CLAYHILL,29.271,-98.456,propagated,low,0,,LZ_NORTH,138.0,,,BEXAR_ES,,,,,,,,,,,,,,,,
CLAYTNVL,32.627967,-100.545442,osm,medium,88.2,Claytonville Substation,LZ_WEST,345.0,,632013150,,,,,,,,,,,,,,,,,
CLAYWEST,28.251016,-98.198778,osm,high,100.0,Clay West Substation,LZ_SOUTH,69.0,,489376556,,,,,,,,,,,,,,,,,
CLBNR,32.347644,-97.386684,gnis,medium,88.5,Cleburne,LZ_NORTH,138.0,,,BEXAR_ES,,,,,Populated Place,JOHNSON,CLEBRN,,,,,,,,,
CLBPD,33.060255,-96.699995,propagated,low,0,,LZ_WEST,138.0,,,ALLNC,,,,,,,,,,,,,,,,
CLBRN,32.35415,-97.374831,osm,medium,84.9,Cleburne Substation,LZ_NORTH,138.0,,342357914,,,,,,,,,,,,,,,,,
CLBSN,31.0,-102.5,lz_centroid,none,0,,LZ_WEST,69.0,,,,,,,,,,,,,,,,,,,
CLBSW,32.347644,-97.386684,gnis,medium,88.5,Cleburne,LZ_NORTH,138.0,,,EULES,,,,,Populated Place,JOHNSON,CLEBRN,,,,,,,,,
CLBWS,32.347644,-97.386684,gnis,medium,88.5,Cleburne,LZ_NORTH,138.0,,,AMOCOOIL,,,,,Populated Place,JOHNSON,CLEBRN,,,,,,,,,
CLCRK,31.0,-102.5,lz_centroid,none,0,,LZ_WEST,138.0,,,,,,,,,,,,,,,,,,,
CLCTY,32.865417,-97.099401,propagated,low,0,,LZ_WEST,69.0,,,EULES,,,,,,,,,,,,,,,,
CLEAFO,29.67827,-97.105761,propagated,low,0,,LZ_SOUTH,138.0,,,FLATON,,,,,,,,,,,,,,,,
CLEARCRO,33.000994,-99.605167,osm,medium,82.3,Clear Crossing Substation,LZ_WEST,345.0,,453376936,,,,,,,,,,,,,,,,,
CLEASP,29.712102,-95.135513,hv_endpoint,low,0,,LZ_SOUTH,345.0,,,SW,,,,,,,,,9.3,,,,,,,
CLEMENS,28.988802,-95.573475,osm,high,92.7,Clemons Substation,LZ_HOUSTON,69.0,,338876667,,,,,,,,,,,,,,,,,
CLEMVILL,28.997821,-96.150595,osm,high,100.0,Clemville Substation,LZ_SOUTH,69.0,,516225614,,,,,,,,,,,,,,,,,
CLFK,33.17192,-97.084727,propagated,low,0,,LZ_WEST,69.0,,,POCKRUSC,,,,,,,,,,,,,,,,
CLIFTON1,31.786023,-97.572046,osm,high,99.3,Clifton 1 Substation,LZ_NORTH,69.0,,508017093,,,,,,,,,,,,,,,,,
CLIFTON2,31.786023,-97.572046,osm,high,99.3,Clifton 1 Substation,LZ_NORTH,69.0,,508017093,,,,,,,,,,,,,,,,,
CLIMAX,33.204838,-96.449707,gnis,high,100.0,Climax,LZ_NORTH,138.0,,,,,,,,Populated Place,COLLIN,CLIMAX,,,,,,,,,
CLKPM,33.373443,-95.688293,gnis,medium,88.5,Cooper,LZ_NORTH,138.0,,,BEXAR_ES,,,,,Populated Place,DELTA,COOPERLK,,,,,,,,,
CLKVL,33.610665,-95.052722,gnis,medium,82.3,Clarksville,LZ_NORTH,69.0,,,EULES,,,,,Populated Place,RED RIVER,CLARKVL,,,,,,,,,
CLLVL,31.57564,-103.023867,propagated,low,0,,LZ_NORTH,138.0,,,WICKT,,,,,,,,,,,,,,,,
CLMCAVRN,28.985999,-95.358109,propagated,low,0,,LZ_HOUSTON,69.0,,,DOW,,,,,,,,,,,,,,,,
CLMET,31.740751,-102.213176,propagated,low,0,,LZ_NORTH,138.0,,,PEGAS,,,,,,,,,,,,,,,,
CLMX_RC,32.358321,-99.700289,propagated,low,0,,LZ_NORTH,138.0,,,WALKER,,,,,,,,,,,,,,,,
CLNSE,33.324559,-96.784442,gnis,medium,88.5,Celina,LZ_NORTH,138.0,,,CRANELL,,,,,Populated Place,COLLIN,CELINASE,,,,,,,,,
CLO,29.646811,-95.450539,mora_eia860,high,94.7,Callisto I Energy Center,LZ_HOUSTON,138.0,66338,,TEASLEY,HARRIS,STORAGE,,,,,,,,,,,,,,
CLOSNER,26.254239,-98.155287,gnis,medium,85.9,Closner Colonia,LZ_SOUTH,138.0,,,ELGATO,,,,,Populated Place,HIDALGO,CLOSNER,,,,,,,,,
CLPOD,29.271,-98.456,propagated,low,0,,LZ_WEST,138.0,,,BEXAR_ES,,,,,,,,,,,,,,,,
CLRM,26.191337,-97.665118,propagated,low,0,,LZ_WEST,69.0,,,E_HARRIS,,,,,,,,,,,,,,,,
CLSTE,33.294279,-96.194698,gnis,high,100.0,Celeste,LZ_NORTH,138.0,,,PEGAS,,,,,Populated Place,HUNT,CELESTE,,,,,,,,,
CLTAP_RC,30.464605,-97.757305,propagated,low,0,,LZ_NORTH,138.0,,,NORTHWES,,,,,,,,,,,,,,,,
CLWST_RC,32.857896,-97.511964,propagated,low,0,,LZ_NORTH,138.0,,,AZLES,,,,,,,,,,,,,,,,
CLYDE,32.415697,-99.504461,osm,high,100,Clyde Substation,LZ_WEST,69.0,,518641256,,,,,,,,,,,,,,,,,
CLYDEMAG,32.415697,-99.504461,osm,medium,85.7,Clyde Substation,LZ_WEST,69.0,,518641256,,,,,,,,,,,,,,,,,
CLYM_T,29.72753,-100.79431,propagated,low,0,,LZ_WEST,69.0,,,ROCKSPRS,,,,,,,,,,,,,,,,
CLYVL,32.916489,-96.631695,propagated,low,0,,LZ_NORTH,138.0,,,WALNUT1,,,,,,,,,,,,,,,,
CMBSW,35.27371,-97.510231,hv_endpoint,low,0,,LZ_NORTH,345.0,,,PAYNE,,,,,,,,,42.6,,,,,,,
CMBTP,33.137337,-95.839408,gnis,high,92.6,Cumby,LZ_NORTH,138.0,,,WEAST,,,,,Populated Place,HOPKINS,CUMBY1,,,,,,,,,
CMEXP,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,,,,,,,,,,,,,,,,,
CMHBL,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,69.0,,,,,,,,,,,,,,,,,,,
CMINO,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,,,,,,,,,,,,,,,,,
CMLCHENI,29.476622,-98.648928,propagated,low,0,,LZ_SOUTH,138.0,,,GRISSOM,,,,,,,,,,,,,,,,
CMNCH,31.897369,-98.603658,gnis,high,100.0,Comanche,LZ_NORTH,138.0,,,,,,,,Populated Place,COMANCHE,COMANCHE,,,,,,,,,
CMNSW,35.742936,-97.653558,hv_endpoint,low,0,,LZ_NORTH,345.0,,,CRSCN,,,,,,,,,19.4,,,,,,,
CMPBW,30.667287,-97.661459,propagated,low,0,,LZ_NORTH,138.0,,,GABRIE,,,,,,,,,,,,,,,,
CMPD_SLR,28.739736,-98.024283,propagated,low,0,,LZ_NORTH,345.0,,,PAWNEE,,,,,,,,,,,,,,,,
CMPST,31.57564,-103.023867,propagated,low,0,,LZ_NORTH,138.0,,,WICKT,,,,,,,,,,,,,,,,
CMPWI,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,,,,,,,,,,,,,,,,,
CMTSW,32.865417,-97.099401,propagated,low,0,,LZ_NORTH,138.0,,,EULES,,,,,,,,,,,,,,,,
CN,31.4647,-96.985,propagated,low,0,,LZ_HOUSTON,138.0,,,LK,,,,,,,,,,,,,,,,
CN345,31.001309,-93.974631,gnis,high,94.6,Collins,LZ_NORTH,345.0,,,KENTST,,,,,Populated Place,JASPER,COLLINSS,,,,,,,,,
CNANG,33.048156,-97.034996,propagated,low,0,,LZ_NORTH,138.0,,,WEAST,,,,,,,,,,,,,,,,
CNEXP,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,,,,,,,,,,,,,,,,,
CNI45,31.257958,-95.978292,gnis,medium,87.3,Centerville,LZ_NORTH,138.0,,,MESQT,,,,,Populated Place,LEON,CENTVILL,,,,,,,,,
CNLY_ESS,30.050245,-96.920836,propagated,low,0,,LZ_NORTH,138.0,,,WARDA,,,,,,,,,,,,,,,,
CNPOI,28.197778,-97.444953,propagated,low,0,,LZ_WEST,69.0,,,CRANELL,,,,,,,,,,,,,,,,
CNR,30.964911,-95.812727,gnis,high,100.0,Connor,LZ_HOUSTON,138.0,,,LK,,,,,Populated Place,MADISON,CONNOR,,,,,,,,,
CNRSW,33.172377,-97.219725,hv_endpoint,low,0,,LZ_NORTH,345.0,,,TEASLEY,,,,,,,,,10.8,,,,,,,
CNSES,31.001309,-93.974631,gnis,high,94.6,Collins,LZ_NORTH,138.0,,,EULES,,,,,Populated Place,JASPER,COLLINSS,,,,,,,,,
CNTAROYO,31.35612,-103.33454,propagated,low,0,,LZ_WEST,138.0,,,WORSHAM,,,,,,,,,,,,,,,,
CNTRALS,31.427404,-94.808544,gnis,medium,85.8,Central,LZ_SOUTH,69.0,,,,,,,,Populated Place,ANGELINA,CENTRALSUB,,,,,,,,,
CNTRD,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,,,,,,,,,,,,,,,,,
CNTRPT_A,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,,,,,,,,,,,,,,,,,
CNTRY,28.455295,-98.187,propagated,low,0,,LZ_NORTH,345.0,,,SIGMOR,,,,,,,,,,,,,,,,
CNTSUBRC,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,,,,,,,,,,,,,,,,,
CNTSW,32.556524,-95.8633,gnis,high,92.6,Canton,LZ_NORTH,138.0,,,EULES,,,,,Populated Place,VAN ZANDT,CANTN,,,,,,,,,
CNTYRDS,28.985999,-95.358109,propagated,low,0,,LZ_WEST,138.0,,,DOW,,,,,,,,,,,,,,,,
CN_BRKS,29.262221,-98.427356,hv_endpoint,low,0,,LZ_WEST,345.0,,,BEXAR_ES,,,,,,,,,2.9,,,,,,,
CO,26.287936,-98.145074,propagated,low,0,,LZ_HOUSTON,138.0,,,SE,,,,,,,,,,,,,,,,
COACHWHP,31.51522,-103.45109,propagated,low,0,,LZ_WEST,138.0,,,MIVIDA,,,,,,,,,,,,,,,,
COBSW,28.985999,-95.358109,propagated,low,0,,LZ_WEST,345.0,,,DOW,,,,,,,,,,,,,,,,
COCORG,32.771504,-96.280612,propagated,low,0,,LZ_WEST,69.0,,,TERREL_D,,,,,,,,,,,,,,,,
COCS,32.482748,-99.926677,propagated,low,0,,LZ_WEST,69.0,,,CAPELLA,,,,,,,,,,,,,,,,
COFESSRC,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,,,,,,,,,,,,,,,,,
COFFPORT,25.938039,-97.426268,osm,medium,91.7,Coffee Port Substation,LZ_SOUTH,138.0,,513362274,,,,,,,,,,,,,,,,,
COHMA,32.303839,-101.308338,osm,medium,88.7,Coahoma Substation,LZ_WEST,69.0,,468019553,,,,,,,,,,,,,,,,,
COKESTRE,31.0,-102.5,lz_centroid,none,0,,LZ_WEST,138.0,,,,,,,,,,,,,,,,,,,
COLDG,32.465874,-100.139167,propagated,low,0,,LZ_NORTH,69.0,,,MCELMU,,,,,,,,,,,,,,,,
COLETAP,26.240351,-98.124175,gnis,medium,81.0,Cole Colonia,LZ_WEST,138.0,,,COTULAS,,,,,Populated Place,HIDALGO,COLE,,,,,,,,,
COLETO,28.7128,-97.214167,snap_eia860,medium,87.0,Coleto Creek,LZ_SOUTH,345.0,6178,174682092,,GOLIAD,,True,29.4,,,,,,eia860,medium,0.472,auto,same_lz_nearest_osm_le_1km,Coleto Creek Substation,345.0
COLE_IVI,28.448148,-99.255124,propagated,low,0,,LZ_WEST,138.0,,,COTULAS,,,,,,,,,,,,,,,,
COLJ,31.593316,-100.178079,propagated,low,0,,LZ_WEST,69.0,,,MILES,,,,,,,,,,,,,,,,
COLLEGE,30.627977,-96.334407,gnis,high,100.0,College Station,LZ_NORTH,138.0,,,LOMA_ALT,,,,,Populated Place,BRAZOS,COLLEGE,,,,,,,,,
COLNY,33.084892,-96.883822,osm,high,97.1,Colony Substation,LZ_NORTH,138.0,,171718429,,,,,,,,,,,,,,,,,
COLORA,29.467106,-96.619916,osm,high,92.9,Colorado Substation,LZ_SOUTH,138.0,,520305149,,,,,,,,,,,,,,,,,
COLTON,30.139133,-97.678995,osm,high,100,Colton Substation,LZ_SOUTH,138.0,,217282853,,,,,,,,,,,,,,,,,
COMAL,29.706828,-98.13527,osm,high,100,Comal Substation,LZ_SOUTH,138.0,,117905333,,,,,,,,,,,,,,,,,
COMAN_TN,29.573569,-97.2711,gnis,medium,86.0,Comanche Crossing,LZ_HOUSTON,138.0,,,OLSEN,,,,,Populated Place,GONZALES,COMANCHE,,,,,,,,,
COMBINRC,32.588468,-96.508599,gnis,medium,83.6,Combine,LZ_NORTH,138.0,,,PECOS,,,,,Populated Place,KAUFMAN,COMBINRC,,,,,,,,,
COMBNTRC,32.311556,-100.061589,propagated,low,0,,LZ_NORTH,138.0,,,BUFFALO,,,,,,,,,,,,,,,,
COMMON,26.341235,-98.173834,propagated,low,0,,LZ_SOUTH,138.0,,,DUKE,,,,,,,,,,,,,,,,
COMPASS,32.857896,-97.511964,propagated,low,0,,LZ_NORTH,138.0,,,AZLES,,,,,,,,,,,,,,,,
COMRC,33.247057,-95.899966,gnis,high,100.0,Commerce,LZ_NORTH,138.0,,,CRSCN,,,,,Populated Place,HUNT,COMMERCE,,,,,,,,,
COMSO,33.5,-97.0,lz_centroid,none,0,,LZ_NORTH,138.0,,,,,,,,,,,,,,,,,,,
COMSTOCK,29.747378,-101.139485,osm,high,100,Comstock Substation,LZ_WEST,138.0,,344841821,,,,,,,,,,,,,,,,,
COMSW,32.865417,-97.099401,propagated,low,0,,LZ_NORTH,138.0,,,EULES,,,,,,,,,,,,,,,,
CONA,35.251135,-101.38216,osm,medium,83.7,Conway Substation,LZ_WEST,69.0,,463732751,,,,,,,,,,,,,,,,,
CONAN,32.482748,-99.926677,propagated,low,0,,LZ_WEST,69.0,,,CAPELLA,,,,,,,,,,,,,,,,
CONCHO,30.639224,-102.943675,osm,medium,88.8,Conoco Substation,LZ_WEST,138.0,,503331187,,,,,,,,,,,,,,,,,
CONIGLIO,33.404486,-96.082472,snap_eia860,medium,100.0,Coniglio Solar,LZ_NORTH,138.0,62772,1070460974,,FANNIN,,True,15.4,,,,,,eia860,high,0.640,auto,same_lz_nearest_osm_le_1km,,138.0
CONLEY,28.651303,-96.914035,propagated,low,0,,LZ_NORTH,138.0,,,BIGTRE,,,,,,,,,,,,,,,,
CONOCO,28.784318,-95.938846,osm,high,100,Conoco Substation,LZ_SOUTH,138.0,,515869172,,,,,,,,,,,,,,,,,
CONSW,31.03364,-102.471629,hv_endpoint,low,0,,LZ_WEST,345.0,,,,,,,,,,,,4.6,,,,,,,
CONTINEN,26.515032,-98.609937,osm,medium,91.7,Continental Substation,LZ_SOUTH,69.0,,512360995,,STARR,,True,27.3,,,,,,,,,,,,
COOKPO,29.0,-98.0,lz_centroid,none,0,,LZ_SOUTH,138.0,,,,,,,,,,,,,,,,,,,
COOPERCK,33.373443,-95.688293,gnis,medium,88.5,Cooper,LZ_NORTH,138.0,,,ZAPATA,,,,,Populated Place,DELTA,COOPERCK,,,,,,,,,
COPEL,32.949147,-97.007744,osm,medium,90.7,Coppell Switching Station,LZ_NORTH,138.0,,341162164,,,,,,,,,,,,,,,,,
COPEN_LC,29.271,-98.456,propagated,low,0,,LZ_NORTH,138.0,,,BEXAR_ES,,,,,,,,,,,,,,,,
COPPCV,31.186,-103.128,propagated,low,0,,LZ_NORTH,138.0,,,TAYGETE,,,,,,,,,,,,,,,,
COPSUB10,32.104125,-100.162375,propagated,low,0,,LZ_HOUSTON,138.0,,,HOLSTEIN,,,,,,,,,,,,,,,,
COPSUB8,32.465874,-100.139167,propagated,low,0,,LZ_HOUSTON,138.0,,,MCELMU,,,,,,,,,,,,,,,,
CORALSLR,31.186,-103.128,propagated,low,0,,LZ_NORTH,138.0,,,TAYGETE,,,,,,,,,,,,,,,,
CORAZON,27.634677,-99.258329,eia860,medium,91.2,Corazon Energy LLC,LZ_SOUTH,345.0,64538,,,WEBB,,True,13.7,,,,,,,,,,,,
CORDELE,29.077861,-96.554116,osm,high,100,Cordele Substation,LZ_SOUTH,69.0,,515820404,,,,,,,,,,,,,,,,,
CORICHI,26.167627,-98.097755,propagated,low,0,,LZ_SOUTH,138.0,,,ELGATO,,,,,,,,,,,,,,,,
CORONA,30.750029,-98.416657,osm,high,92.9,Coronado Substation,LZ_SOUTH,138.0,,504635067,,,,,,,,,,,,,,,,,
CORPUS,27.811083,-97.595813,snap_eia860,medium,84.6,Corpus Christi,LZ_SOUTH,69.0,50475,488508185,,,,,,,,,,,eia860,medium,0.024,auto,same_lz_nearest_osm_le_1km,,138.0
CORRAL,31.037576,-103.722608,osm,high,97.1,Coral Substation,LZ_WEST,138.0,,1006095230,,,,,,,,,,,,,,,,,
CORYELCO,31.546274,-97.618353,gnis,medium,83.6,Coryell,LZ_NORTH,69.0,,,CHOATE,,,,,Populated Place,CORYELL,CORYELCO,,,,,,,,,
COSDN,32.271063,-101.421713,osm,high,97.3,Cosden Substation,LZ_WEST,138.0,,456417845,,,,,,,,,,,,,,,,,
COST,29.438548,-97.527784,osm,high,100,Cost Substation,LZ_SOUTH,69.0,,425815344,,,,,,,,,,,,,,,,,
COTNDALE,33.065954,-97.704751,gnis,high,100.0,Cottondale,LZ_NORTH,138.0,,,,,,,,Populated Place,WISE,COTTONDALE,,,,,,,,,
COTONBLT,33.509829,-96.121919,gnis,medium,80.1,Cotton Center,LZ_NORTH,138.0,,,MCELMU,,,,,Populated Place,FANNIN,COTTONBELT,,,,,,,,,
COTPLNS,34.060333,-101.187628,snap_mora_eia860,medium,100.0,Cotton Plains Wind Farm,LZ_WEST,345.0,60210,505843813,JOLLYVIL,FLOYD,WIND-P,,,,,,,,mora_eia860,high,0.028,auto,same_lz_nearest_osm_le_1km,,345.0
COTRD,31.38323,-96.671371,gnis,high,100.0,Coit,LZ_NORTH,138.0,,,,,,,,Populated Place,LIMESTONE,COIT,,,,,,,,,
COTTNWD,33.778481,-100.876847,osm,medium,85.8,Cottonwood Substation,LZ_WEST,138.0,,453589317,,,,,,,,,,,,,,,,,
